publication_date,news_section,travel_departure_date,travel_duration,travel_arrival_date,travel_departure_port,travel_port_of_call_list,travel_arrival_port,ship_type,ship_name,cargo_list,master_role,master_name,parsed_text
1864-06-12,E,1864-06-09,2dias,1864-06-11,Cayo Hueso,nan,La Habana,vivero amer.,Belle,"Arteaga, ton. 33, con pescado, AA! D. F. Marty.--Pasageros 5. De Matamoros en 14 dias berg. ing. Highlan Mary, qp. Schneidan, ton. 144, en lastre, al capitan.",e,Cape,"De Cayo Hueso en 2 dias vivero amer. Belle of the Cape, cap Arteaga, ton. 33, con pescado, AA! D. F. Marty.--Pasageros 5. De Matamoros en 14 dias berg. ing. Highlan Mary, qp. Schneidan, ton. 144, en lastre, al capitan."
1864-06-12,E,1864-04-16,56dias,1864-06-11,Bremen,nan,La Habana,"berg, esp.",Teresita,"con arroz, AA! los Sres Scharfenberg, T. y comp; De MAA!laga en 41 dias berg. esp. Pablo, cap Den': ton 189, con frutos, AA! foe Sres, Sama, S.'y comp.",cap.,Branet.,"De Bremen en 56 dias berg, esp. Teresita, cap. Branet. ton. 142, con arroz, AA! los Sres Scharfenberg, T. y comp; De MAA!laga en 41 dias berg. esp. Pablo, cap Den': ton 189, con frutos, AA! foe Sres, Sama, S.'y comp."
1864-06-12,E,1864-06-07,4dias,1864-06-11,Nassau,nan,La Habana,pail. ing.,Mary,con ginebra al cap.-Pasagero8 4.,"cap,",Mas,"De Nassau en 4 dias pail. ing. Mary, cap, Mas, ton, & con ginebra al cap.-Pasagero8 4."
1864-06-14,E,1864-04-27,47dias,1864-06-13,Liverpool,nan,La Habana,frag. ing.,Queen,"con morcancAAas, & los Srea. Scharfemaborg, T. y comp.",cap.,Darke,"e Liverpool en 47 dias frag. ing. Queen of Trumpa, cap. Darke, ton 317, con morcancAAas, & los Srea. Scharfemaborg, T. y comp."
1864-06-14,E,1864-06-09,4dias,1864-06-13,Montecristi,nan,La Habana,vapor esp.,La Cubano,"172, en lastro, A la Administracion Militar. -Pasageros (3, do ollos 48 enformos",cap.,Ondarza,"De Montecristien 4 dias vapor esp. La Cubano, cap. Ondarza, toz. 172, en lastro, A la Administracion Militar. -Pasageros (3, do ollos 48 enformos"
1864-06-14,E,1864-05-24,20dias,1864-06-13,Junio 13-116 Matamoros,nan,La Habana,berg cap.,D.800,"con algodon, AA! los Srea, Marzan, R,",cap.,Ariala,"Junio 13-116 Matamoros en 20 dias berg cap. D.800, cap. Ariala, ton 120, con algodon, AA! los Srea, Marzan, R,"
1864-06-15,E,1864-04-30,45dias,1864-06-14,CAA!diz,nan,La Habana,berg. esp.,MoisAA,"De New-York en 6 dias 3 horas vap. correo am. Hava a, cap. Greop. con corresponderola y mercancias, a.",e la,Portilla-Paasj.,"De CAA!diz en 45 dias berg. esp. MoisAA(c)s, capit. Domingo. on. 756, con frutos, & D. J. de la Portilla-Paasj. 4.
De New-York en 6 dias 3 horas vap. correo am. Hava a, cap. Greop. con corresponderola y mercancias, a."
1864-06-19,E,1864-04-29,50dias,1864-06-18,Mallorca,Puerto Rico,La Habana,pol. esp.,Columbus,"con frutos, AA! los seAA+-ores (fil y Rubira.",cap.,GIA,"e Mallorca y Puerto Rico cu 50 dias pol. esp. Columbus, cap. GIA, ton. 23, con frutos, AA! los seAA+-ores (fil y Rubira."
1864-06-19,E,1864-06-12,6dias,1864-06-18,St. Thomas,nan,La Habana,vapor ing.,Ivauhoo,"en lastre, al capitan.",capitan,Whittingh,"De St. Thomas en 6 dias vapor ing. Ivauhoo, capitan Whittingh, ton. 173, en lastre, al capitan."
1864-06-19,E,1864-06-05,13dias,1864-06-18,Matamoros,nan,La Habana,berg. dan.,Carolina Heyman,"121, con efectos, AA! D. J. M. AvendaA?A,o.",cap.,Ariansen,"De Matamoros en 13 dias berg. dan. Carolina Heyman, cap. Ariansen, ten. 121, con efectos, AA! D. J. M. AvendaA?A,o."
1864-06-19,E,1864-06-15,3dias,1864-06-18,Sierra-Morena,nan,La Habana,berg. ing.,Brill,"con mielea, AA! los Sres. Adot, S, y comp.",cap.,Covell.,"De Sierra-Morena en 3 dias berg. ing. Brill, cap. Covell. ton. 223, con mielea, AA! los Sres. Adot, S, y comp."
1864-07-05,E,1864-06-14,20dias,1864-07-04,Halifax,nan,La Habana,berg ing.,Express,con maderas y bacalao AA! los Sres. Bainham y ep. De New York en 5 dias vapor am. Liborty. cap. Wilson top. 1218 con efectos AA! los SrAA(c)s. Ignacio Zangroniz y cp. -Pasag. 2.,cap.,Frith,"De Halifax en 20 dias berg ing. Express, cap. Frith ton, 143 con maderas y bacalao AA! los Sres. Bainham y ep. De New York en 5 dias vapor am. Liborty. cap. Wilson top. 1218 con efectos AA! los SrAA(c)s. Ignacio Zangroniz y cp. -Pasag. 2."
1864-07-05,E,1864-06-24,10dias,1864-07-04,o New-York,nan,La Habana,frag. ing.,Prima Donna,"con efectos, & D. J. CatalAA!.",cap,Sany,"Do New-York en 10 dias frag. ing. Prima Donna, cap Sany, ton. 318, con efectos, & D. J. CatalAA!."
1864-07-06,E,1864-06-20,15dias,1864-07-05,Liverpool,nan,La Habana,frag. lug.,John FerguBou,"con carbon, AA! los Srea Scharfenberg, T. y comp.",cap.,Black,"e Liverpool en 15 dias frag. lug. John FerguBou, cap. Black, ton. 193, con carbon, AA! los Srea Scharfenberg, T. y comp."
1864-08-18,E,1864-07-04,44dias,1864-08-17,o Cardiff,nan,La Habana,frag. fran.,Constance,"Jon carbon, & ios Sres. SamAA! y Carrora",p.,Bortin,"Do Cardiffen 44 dias frag. fran. Constance, cp. Bortin, ton. 498, Jon carbon, & ios Sres. SamAA! y Carrora"
1864-08-18,E,1864-07-11,37dias,1864-08-17,l Havre,nan,La Habana,berg. esp.,Susana,"mercancAAas, AA! les Sies. Vignier, R. y comp. A pnostas del Sol no quedaba buqne AA  la vista,",cap.,Renteria.,"Del Havre en 37 dias berg. esp. Susana cap. Renteria. ton. 260,uon mercancAAas, AA! les Sies. Vignier, R. y comp. A pnostas del Sol no quedaba buqne AA  la vista,"
1864-08-24,E,1864-07-06,48dias,1864-08-23,New Poit,nan,La Habana,barca franc.,Marie Amalie,"con carbon, al capitan.",cap.,Bulot,"De New Poit en 48 dias barca franc. Marie Amalie, cap. Bulot, ton. 225, con carbon, al capitan."
1864-08-24,E,1864-07-10,44dias,1864-08-23,Santander,nan,La Habana,corb. esp.,T. O:,"con harina, AA! D. J. Demestre.",cap.,Harreta,"De Santander en 44 dias corb. esp. T. O: cap. Harreta, ton. 308, con harina, AA! D. J. Demestre."
1864-08-25,E,1864-08-19,5dias,1864-08-24,Tampico,nan,La Habana,vaporing.,Askalon,"con ofectos, AA! los SrAA""s. D. M. A. Herreray cp.-Pasag. 13.",cap.,Bunet,"e Tampico en 5 dias vaporing. Askalon, cap. Bunet, ton. 631, con ofectos, AA! los SrAA""s. D. M. A. Herreray cp.-Pasag. 13."
1864-08-25,E,1864-08-20,4dias,1864-08-24,St. Thomas,nan,La Habana,vap. ing.,Tyne,"en la tie, AA  D. J. V. Crawford.",cap.,Leods,"De St. Thomas eu 4 dias vap. ing. Tyne, cap. Leods, ton. 766, en la tie, AA  D. J. V. Crawford."
1864-08-25,E,1864-07-19,36dias,1864-08-24,o Santander,nan,La Habana,corb. esp,Carolina,"con harina, AA! los Sres. Demestro y comp.-P. 12. Da Barcelona en 34 dias barca esp. Polar, cap. Franch, ton., con frutes, a D. R. Raldiris.-Paz. 6.",cap.,Viga,"Do Santander en 36 dias corb. esp Carolina, cap. Viga, ton. 243, con harina, AA! los Sres. Demestro y comp.-P. 12. Da Barcelona en 34 dias barca esp. Polar, cap. Franch, ton., con frutes, a D. R. Raldiris.-Paz. 6."
1864-08-25,E,1864-07-15,40dias,1864-08-24,Santander,nan,La Habana,barca esp.,Paquete,"Onzain, ton. 24s, con harina. AA! los Srea. Borrell,",e,Cantabria,"De Santander en 40 dias barca esp. Paquete de Cantabria, cap. Onzain, ton. 24s, con harina. AA! los Srea. Borrell,"
1864-08-25,E,1864-07-19,36dias,1864-08-24,C.,comp. De Valencia,La Habana,gol. cap.,Elena,"160, con frutos, AA! los Sres. SamAA!, S. y comp.",ap.,ParAAs,"C. y comp. De Valencia en 36 dias gol. cap. Elena, eap. ParAAs, top. 160, con frutos, AA! los Sres. SamAA!, S. y comp."
1864-08-28,E,1864-08-07,20dias,1864-08-27,Matamoros,nan,La Habana,"frag, esp.",Aurolia,"474, con algodon, AA! D. J. Demestre. EntrAA3 de trAA!nsito para Barceloun.'ha conducido AA! este puerto 9 pasageros cutie ellos dos generales nejicanos un coronel.",cap.,Amengual,"e Matamoros en 20 dias frag, esp. Aurolia, cap. Amengual, tou. 474, con algodon, AA! D. J. Demestre. EntrAA3 de trAA!nsito para Barceloun.'ha conducido AA! este puerto 9 pasageros cutie ellos dos generales nejicanos un coronel."
1864-09-01,E,1864-08-28,3dias,1864-08-31,o Nassan,nan,La Habana,gol. ing.,Sort,"Sros, ComplAA(c) y comp De Haitax en 16 dias borg. ing. Sarah, esp. Munday, ton. 96, con bacalao, AA! D. J. E. Whilman.","e,",AA,"o Nassan en 3 dias gol. ing. Sort, capitaa Lausent, ton. 25, on lastre, AA  los Sros, ComplAA(c) y comp De Haitax en 16 dias borg. ing. Sarah, esp. Munday, ton. 96, con bacalao, AA! D. J. E. Whilman."
1864-09-11,E,1864-08-19,22dias,1864-09-10,Matarores,nan,La Habana,"gol, ing",Citizen,"con algodon, AA! los Sies. Vignir. Ry cop.",p.,Mattsen,"e Matarores en 22 dias gol, ing Citizen, c p. Mattsen, ton. 91, con algodon, AA! los Sies. Vignir. Ry cop."
1864-09-14,E,1864-09-08,5dias,1864-09-13,o New-York,nan,La Habana,vapor americano,Eagle,"con efectos, AA! den J. M. Morales Pasajeros 63.",cap.,Laurence.,"o New-York en 5 dias vapor americano Eagle, cap. Laurence. ton. 1532, con efectos, AA! den J. M. Morales Pasajeros 63."
1864-09-14,E,1864-09-08,5dias,1864-09-13,Heusten,nan,La Habana,vapor ing.,Susana,"ron algodon, AA! les Sree. Jimouez y cu:p.",cap,Marcey,"De Heusten en 5 dias vapor ing. Susana, cap Marcey, ton. 309, ron algodon, AA! les Sree. Jimouez y cu:p."
1864-09-14,E,1864-08-29,15dias,1864-09-13,Matamoros,nan,La Habana,pail. ing.,R. H. Verbitja,"101, en lastre AA! los refores Tescano y comp.",cap.,Lawton,"De Matamoros en 15 dias pail. ing. R. H. Verbitja, cap. Lawton, ten. 101, en lastre AA! los refores Tescano y comp."
1864-09-14,E,1864-09-02,11dias,1864-09-13,Sisal,nan,La Habana,herg. esp.,Siguda Cantinera.,"con efectos, & D. S, Villaverde.-Pageros.",cap.,Poch,"De Sisal en 11 dias herg. esp. Siguda Cantinera. cap. Poch, ton. 146, con efectos, & D. S, Villaverde.-Pageros."
1864-09-15,E,1864-09-02,12dias,1864-09-14,New-Orleans,nan,La Habana,gol. an.,Talisman,"73. con mere., AA! D. R. Marquetti, De Cayo-Hueso en 3 dias vivero au, Wanderer, cap. Alma, ton. 25, con pescado, & dou F. Marty,",cap.,Conner,"e New-Orleans en 12 dias gol. an. Talisman, cap. Conner, in: 73. con mere., AA! D. R. Marquetti, De Cayo-Hueso en 3 dias vivero au, Wanderer, cap. Alma, ton. 25, con pescado, & dou F. Marty,"
1864-09-15,E,1864-08-20,25dias,1864-09-14,Portland,nan,La Habana,berg. ing.,Stanly.,"con madera, fi los Sres F. Noy y Stocker. Apuestas del Sol no quedaba buquo AA! la vista.",cap.,Kalloch,"De Portland en 25 dias berg. ing. Stanly. cap. Kalloch, ton. 132, con madera, fi los Sres F. Noy y Stocker. Apuestas del Sol no quedaba buquo AA! la vista."
1864-09-18,E,1864-09-10,7dias,1864-09-17,Portland,nan,La Habana,frag. smer.,Sarah L. Bryant.,"con madeias, AA! los sefores Molt y Martinez",cap,Lane,"e Portland en 7 dias frag. smer. Sarah L. Bryant. cap Lane, ton 556, con madeias, AA! los sefores Molt y Martinez"
1864-09-20,E,1864-09-09,10dias,1864-09-19,a San Marcos,nan,La Habana,pail. lug.,Fier,"con algodou, f loa Srea Ulrici. P. y comp. De Ponce en dias gol. esp San Nicolis, cap. Muten, ton. 76, con frutos, los Sres Rafocas y comp.",capitan,White.,"Da San Marcos en 10 dias pail. lug. Fier a bras, capitan White. ton. 18, con algodou, f loa Srea Ulrici. P. y comp. De Ponce en dias gol. esp San Nicolis, cap. Muten, ton. 76, con frutos, los Sres Rafocas y comp."
1864-09-20,E,1864-08-30,20dias,1864-09-19,CAA!diz. Canarias,Puerto Rico,La Habana,vaporcorren espaol,Principe Alfonso,"con frutos, Aloa Sea. SamAA!, S. y comp.-Pasag. 000.",cap.,Villaverde,"De CAA!diz. Canarias y Puerto Rico en 20 dias vaporcorren espaol Principe Alfonso, cap. Villaverde, ton. 12:00, con frutos, Aloa Sea. SamAA!, S. y comp.-Pasag. 000."
1864-09-21,E,1864-09-05,15dias,1864-09-20,Bilbao,nan,La Habana,berg. esp.,Valentin,"con harina, & les Sies. Rigal, D.",cap.,Menchaca,"e Bilbao en 15 dias berg. esp. Valentin, cap. Menchaca, ton. 180, con harina, & les Sies. Rigal, D."
1864-09-21,E,1864-09-18,2dias,1864-09-20,Case-Hueso,nan,La Habana,vivero amer.,Susan,"en lastre, A D. N. Quintana.",capitan,Arias.,"De Case-Hueso en 2 dias vivero amer. Susan, capitan
Arias. ton. 8, en lastre, A D. N. Quintana."
1864-09-21,E,1864-08-16,35dias,1864-09-20,Canarisa,nan,La Habana,borg. esp.,Las Palmas,"206, con frutos, AA  D. J. do la Cruz.-PRsajeros 34.",capitan,Rodriguez,"De Canarisa en 35 dias borg. esp. Las Palmas, capitan Rodriguez, tou. 206, con frutos, AA  D. J. do la Cruz.-PRsajeros 34."
1864-09-21,E,1864-08-03,48dias,1864-09-20,a Barcelona,nan,La Habana,barca esp.,Pepina,"con frutos, AA! los Sres. Vivo y MirAA3. Do Nueva York en 20 dlas gol. ing. W. E. Alexander, cap. Tucke, ton. 124, con mercancAAas, AA! los Sres. Finlay y to ga comp.",cap.,Umbar,"Da Barcelona en 48 dias barca esp. Pepina, cap. Umbar, ton. 20, con frutos, AA! los Sres. Vivo y MirAA3. Do Nueva York en 20 dlas gol. ing. W. E. Alexander, cap. Tucke, ton. 124, con mercancAAas, AA! los Sres. Finlay y to ga comp."
1864-09-21,E,1864-08-31,20dias,1864-09-20,Nueva York,nan,La Habana,"berg, ing.",Milo,"con mercancAAas, A los Sros. Molly Martinez.",cap.,Barcellos.,"De Nueva York en 20 dias berg, ing. Milo, cap. Barcellos. ton. 145, con mercancAAas, A los Sros. Molly Martinez."
1864-09-22,E,1864-08-14,38dias,1864-09-21,Liverpool,nan,La Habana,otrb. esp.,E198,"474, con mercancAAas, AA! los Sres. Scharfenberg, T. y comp.",cap.,Carranza,"e Liverpool en 38 dias otrb. esp. E198, cap. Carranza, tou. 474, con mercancAAas, AA! los Sres. Scharfenberg, T. y comp."
1864-09-22,E,1864-07-23,60dias,1864-09-21,o Thronobjem,nan,La Habana,gol. nor.,Merchurius,"con bacalao y ladrillos, AA! Don A.",cap.,Cappelen,"Do Thronobjem en 60 dias gol. nor. Merchurius, cap. Cappelen, ton 115, con bacalao y ladrillos, AA! Don A."
1864-09-22,E,1864-08-21,31dias,1864-09-21,"Ja
De Boston",nan,La Habana,berg. ing.,Protege,"ton. 214. cou mercancAAss, AA! los Stes. Davis y Toscano. De Santander en 42 dias frag. esp. D Sol, cap. Bolado, ton. 264, cou harina, AA! los Sres. Ortiz y Golcuria. A puestas del Sol no quedaba buque AA! la vista.""",cap.,Lewis,"Ja
De Boston en 31 dias berg. ing. Protege, cap. Lewis, d ton. 214. cou mercancAAss, AA! los Stes. Davis y Toscano. De Santander en 42 dias frag. esp. D Sol, cap. Bolado, ton. 264, cou harina, AA! los Sres. Ortiz y Golcuria. A puestas del Sol no quedaba buque AA! la vista."""
1864-09-24,E,1864-09-17,6dias,1864-09-23,Santomas,Puerto-Rico,La Habana,vapor it.,Clyde,"en lastre, al senor cAA3n al ingle-Pasag. 35.",cap.,Recks,"e Santomas y Puerto-Rico en 6 dias vapor it. Clyde, cap. Recks, ton. 373, en lastre, al senor cAA3n al ingle-Pasag. 35."
1864-09-24,E,1864-09-09,14dias,1864-09-23,N Yorky Islas Turcas,nan,La Habana,vap. ing.,Jos'o,"92. con papas AA! los Sris, Mordoza y ep-Pasag. 2.",cap,Thompson,"De N Yorky Islas Turcas en 14 dias vap. ing. Jos'o, cap Thompson, ten. 92. con papas AA! los Sris, Mordoza y ep-Pasag. 2."
1864-09-24,E,1864-09-12,11dias,1864-09-23,Bristol,nan,La Habana,berg. amor.,Croton,"con viverea y arcos, AA! los Sres. Adot, S. y comp. A puestas del Sol no quedaba haque AA! la vista.",cap.,Ingraham,"De Bristol en 11 dias berg. amor. Croton, cap. Ingraham, ton. 112, con viverea y arcos, AA! los Sres. Adot, S. y comp. A puestas del Sol no quedaba haque AA! la vista."
1864-09-27,E,1864-09-20,6dias,1864-09-26,Nueva York,nan,La Habana,vap. am.,Ros- NE,"con meroanoia, & den P. O.",cap,Dreu,"e Nueva York en 6 dias vap. am. Ros- NE poke, cap Dreu ton. 1070, con meroanoia, & den P. O."
1864-09-28,E,1864-08-31,27dias,1864-09-27,Cardiff,nan,La Habana,"ruth, an",Solide,"con carbon, AA  la Sea FAA(c) er y comp.",cap.,Journeau,"e Cardiffen 27 dias ruth, an Solide, cap. Journeau, too, 2.5, con carbon, AA  la Sea FAA(c) er y comp."
1864-09-28,E,1864-09-15,12dias,1864-09-27,Liverpool,nan,La Habana,fag paus.,Leopoldine Frande,"con cation, AA! los Sres. Su.tez y com.",cap.,Vaark,"De Liverpool en 12 dias fag paus. Leopoldine Frande, cap. Vaark, to 90, con cation, AA! los Sres. Su.tez y com."
1864-09-28,E,1864-08-07,51dias,1864-09-27,Amberes,nan,La Habana,frag. belga,Helene,"ton. 556, con mercancies, AA! los Sres. Runge. Balbiani y comp 3de -34 66 00 3837",cap.,Nassel,"De Amberes en 51 dias frag. belga Helene, cap. Nassel, jos ton. 556, con mercancies, AA! los Sres. Runge. Balbiani y comp 3de -34 66 00 3837"
1864-09-28,E,1864-08-26,32dias,1864-09-27,Santander,Jibara,La Habana,"berg, esp.",Sm NicolAA!s,"162, con harina, AA! los Sree. Rafecas y comp-Pasag. 2.",cap.,AgnirrAA,"De Santander y Jibara en 32 dias berg, esp. Sm NicolAA!s, cap. AgnirrAA(c), ton: 162, con harina, AA! los Sree. Rafecas y comp-Pasag. 2."
1864-09-29,E,1864-08-28,31dias,1864-09-28,> Boston,nan,La Habana,corb. ing.,Jane,"156, con carga general AA  los Sces. Noy y Stocker,",cap.,Williams,"> Boston en 31 dias corb. ing. Jane, cap. Williams, ten. 156, con carga general AA  los Sces. Noy y Stocker,"
1864-09-29,E,1864-09-08,20dias,1864-09-28,Saal,nan,La Habana,berg. esp.,Nuova Carmencita.,"ton. 177, con palo de Campecho, AA! D. R. B. de la Concha-Pasag 1.",cap.,Ho,"De Saal en 20 dias berg. esp. Nuova Carmencita. cap. Ho maechea, ton. 177, con palo de Campecho, AA! D. R. B. de la Concha-Pasag 1."
1864-09-29,E,1864-07-28,62dias,1864-09-28,Cardiff,nan,La Habana,bea. ing.,Seuiari,con carbon. A D R. Morison y corap.,capitan,Lindon,"De Cardiff en 62 dias bea. ing. Seuiari, capitan Lindon ton. 543, con carbon. A D R. Morison y corap."
1864-09-29,E,1864-09-22,6dias,1864-09-28,New York,nan,La Habana,vapor amor.,Havana,"con efectos los Sres. M.ra, Alfoo y p-Pasag. 37.",capitan,Greene,"De New York en 6 dias vapor amor. Havana, capitan Greene, ton. 582, con efectos los Sres. M.ra, Alfoo y p-Pasag. 37."
1864-10-02,E,1864-08-20,42dias,1864-10-01,iverpool,nan,La Habana,corb. ing.,Ange Kay,res,cap,Hairieop,"Liverpool en 42 dias corb. ing. Ange Kay, cap Hairieop, ton. 2 mars res"
1864-10-02,E,1864-08-27,35dias,1864-10-01,Ma lorea,nan,La Habana,corb. csp,Constancia,"con into, AA! los seAA+-ores SamAA!,s SotolonRO Y CD.",capitan,Oliver,"De Ma lorea en 35 dias corb. csp Constancia, capitan Oliver, ton. 297, con into, AA! los seAA+-ores SamAA!,s SotolonRO Y CD."
1864-10-02,E,1864-09-28,3dias,1864-10-01,o Montecristi,nan,La Habana,"vep, esp.",Aquila,"121, en lastre, AA! los seAA+-ores S. Pelayo P.",cap.,Viademonte,"Do Montecristi en 3 dias vep, esp. Aquila, cap. Viademonte, tou. 121, en lastre, AA! los seAA+-ores S. Pelayo P."
1864-10-02,E,1864-09-19,12dias,1864-10-01,Liverpool,nan,La Habana,bea. inz.,Kate.ca,"en carton AA! los Sres, Meyer y ep.",p.,Ferry,"De Liverpool en 12 dias bea. inz. Kate.cap. Ferry, 8, en carton AA! los Sres, Meyer y ep."
1864-10-02,E,1864-09-22,9dias,1864-10-01,N. Or cans,nan,La Habana,gol. ing.,Balph,"1, con madera, & los Sr. Sabatery H.",cap.,Ojot,"De N. Or cans en 9 dias gol. ing. Balph, cap. Ojot, ten. 1, con madera, & los Sr. Sabatery H."
1864-10-05,E,1864-09-29,5dias,1864-10-04,Portland,nan,La Habana,frag. ing.,Lua Mills.,"con maderas, AA! los SeAA+-ores.F. Noy y Stooker",cap.,Parket,"De Portland en 5 dias frag. ing. Lua Mills. cap. Parket, ton. 160, con maderas, AA! los SeAA+-ores.F. Noy y Stooker"
1864-10-05,E,1864-09-13,21dias,1864-10-04,Bostou,nan,La Habana,frag.ing.,Ocean Steed,"con efectos, & DM. 1. Herrera.",cap.,Frask,"De Bostou en 21 dias frag.ing. Ocean Steed, cap. Frask, ton. 183, con efectos, & DM. 1. Herrera."
1864-10-05,E,1864-09-16,18dias,1864-10-04,Nueva York,nan,La Habana,berg. ing.,Sarah Flaga,"con efectos, al capitan.",cap.,Wood,"De Nueva York en 18 dias berg. ing. Sarah Flaga, cap. Wood, ton. 20, con efectos, al capitan."
1864-10-05,E,1864-09-16,18dius,1864-10-04,Boston,nan,La Habana,gol. ing.,Maria L. Davis,"con sfector, & los SeAA+-ores F. Noy 5 Stoc ker.",capitan,Pellin,"De Boston en 18 dius gol. ing. Maria L. Davis, capitan Pellin, ton. 176. con sfector, & los SeAA+-ores F. Noy 5 Stoc ker."
1864-10-05,E,1864-09-14,20dias,1864-10-04,Newport,nan,La Habana,berg. amor.,John Pierce,"con viverra y efectos, AA! los Sra. Burnham y comp.",cap.,Stron,"De Newport en 20 dias berg. amor. John Pierce, cap. Stron, ton. 172, con viverra y efectos, AA! los Sra. Burnham y comp."
1864-10-05,E,1864-09-17,17dias,1864-10-04,Portland,nan,La Habana,berg. am.,Martha A. Berry,"con maderas, & los Brea. Noyy Stooker. A puesta del sol quedaban por sot, un rap, y por bar). dos frag., una Ing. y otra por reconocer,",cap.,Berry,"De Portland en 17 dias berg. am. Martha A. Berry, cap. Berry, ton. 901, con maderas, & los Brea. Noyy Stooker. A puesta del sol quedaban por sot, un rap, y por bar). dos frag., una Ing. y otra por reconocer,"
1864-10-11,E,1864-09-24,16dias,1864-10-10,o New-York,nan,La Habana,berg. ing.,Cyprus.,"con mercancAAas, AA! los Sres. Finlay y comp. De Boston en 16 dias coib, amer. R. A. Al en. capit. O Neal, ten. 452, con hielo y bocoyos, AA! los Sres. Nos y Steker Passe. 4.",cap.,Per1y.,"Do New-York en 16 dias berg. ing. Cyprus. cap. Per1y. ton. 232, con mercancAAas, AA! los Sres. Finlay y comp. De Boston en 16 dias coib, amer. R. A. Al en. capit. O Neal, ten. 452, con hielo y bocoyos, AA! los Sres. Nos y Steker Passe. 4."
1864-10-14,E,1864-09-26,17dias,1864-10-13,Newport,nan,La Habana,borg. amer.,Reewood,"con viveres, AA  dou S. C. Rurnham y Cp De Cayo-Hneso en 5 dias vivero amor. Lyman Dudley, cap Lukerago, ton. 37, con pescado vivo, & D. F. Marts. Apuestas del Sol no quedaba bagno AA! la vista.",capitan,Boyle,"De Newport en 17 dias borg. amer. Reewood, capitan Boyle, ton. 144, con viveres, AA  dou S. C. Rurnham y Cp De Cayo-Hneso en 5 dias vivero amor. Lyman Dudley, cap Lukerago, ton. 37, con pescado vivo, & D. F. Marts. Apuestas del Sol no quedaba bagno AA! la vista."
1864-10-18,E,1864-10-08,9dias,1864-10-17,Cay-llure),nan,La Habana,vivero ar,Aristides,"85, con pestad, AA! D. F Marty.",capitan,Cisspo,"e Cay-llure) en 9 dias vivero ar Aristides, capitan Cisspo, tun, 85, con pestad, AA! D. F Marty."
1864-10-19,E,1864-08-16,63dias,1864-10-18,Glasgow,nan,La Habana,barea pius.,Flinke,"35, con carben. A los Sres. Fesser v compaAA+-AAa. Del Havre en 52 dias barca esp. Paz, cap Cortada, tou. 353, con efectos. Alos Sres Rigal, D. y con",cap.,Stiwe.,"e Glasgow en 63 dias barea pius. Flinke, cap. Stiwe. tom. 35, con carben. A los Sres. Fesser v compaAA+-AAa. Del Havre en 52 dias barca esp. Paz, cap Cortada, tou. 353, con efectos. Alos Sres Rigal, D. y con"
